SKU;Producto;Fecha;TipoOperacion;Entrada;Salida;Saldo;Documento;Mes
13040703;MICROPOLAR BOLSENA RESPIRABLE HOMBRE AZUL REY T/L;2026-06-01;99;0.0;1.0;51.0;00 0003501935;2026-06
13040705;MICROPOLAR BOLSENA RESPIRABLE HOMBRE AZUL REY T/XXL;2026-06-01;99;0.0;1.0;22.0;00 0003501943;2026-06
13043503;MICROPOLAR BOLSENA RESPIRABLE HOMBRE VERDE OLIVA T/L;2026-06-01;99;0.0;1.0;47.0;00 0003501935;2026-06
13043505;MICROPOLAR BOLSENA RESPIRABLE HOMBRE VERDE OLIVA T/XXL;2026-06-01;99;0.0;1.0;26.0;00 0003501943;2026-06
1320422;Overol Gabardina C/R Marino T/M;2026-06-01;99;0.0;1.0;73.0;00 0000111299;2026-06
1320424;Overol Gabardina C/R Marino T/XL;2026-06-01;99;0.0;6.0;241.0;00 0000111299;2026-06
1320425;Overol Gabardina C/R Marino T/XXL;2026-06-01;99;0.0;6.0;21.0;00 0000000559;2026-06
1320425;Overol Gabardina C/R Marino T/XXL;2026-06-01;99;0.0;3.0;18.0;00 0000000580;2026-06
1321023;Overol Gabardina C/R Naranjo T/L;2026-06-01;11;0.0;1.0;0.0;00 0000005182;2026-06
1340421;Overol Canvas Antiácido Marino T/S;2026-06-01;11;0.0;15.0;10.0;00 0000010756;2026-06
1340822;Overol Canvas Antiácido Verde T/M;2026-06-01;99;0.0;30.0;196.0;00 0000000551;2026-06
1340823;Overol Canvas Antiácido Verde T/L;2026-06-01;99;0.0;50.0;26.0;00 0000000551;2026-06
1340824;Overol Canvas Antiácido Verde T/XL;2026-06-01;99;0.0;50.0;30.0;00 0000000551;2026-06
1350421;Buzo Termico Marino T/S;2026-06-01;99;0.0;1.0;44.0;00 0000111249;2026-06
1350422;Buzo Termico Marino T/M;2026-06-01;21;50.0;0.0;79.0;00 0000011540;2026-06
1350422;Buzo Termico Marino T/M;2026-06-01;99;0.0;3.0;76.0;00 0000111249;2026-06
1350423;Buzo Termico Marino T/L;2026-06-01;99;0.0;8.0;48.0;00 0000111249;2026-06
1350424;Buzo Termico Marino T/XL;2026-06-01;99;0.0;5.0;36.0;00 0000111249;2026-06
1350425;Buzo Termico Marino T/XXL;2026-06-01;99;0.0;3.0;35.0;00 0000111249;2026-06
1350426;Buzo Termico Marino T/XXXL;2026-06-01;99;0.0;1.0;23.0;00 0000111249;2026-06
1360521;Conjunto Primera Capa Negro Unisex Worklight T/S;2026-06-01;99;0.0;2.0;478.0;00 0000111218;2026-06
1360522;Conjunto Primera Capa Negro Unisex Worklight T/M;2026-06-01;99;0.0;8.0;1049.0;00 0000111218;2026-06
1360522;Conjunto Primera Capa Negro Unisex Worklight T/M;2026-06-01;99;0.0;11.0;1038.0;00 0000111262;2026-06
1360523;Conjunto Primera Capa Negro Unisex Workligth T/L;2026-06-01;99;0.0;8.0;961.0;00 0000111218;2026-06
1360523;Conjunto Primera Capa Negro Unisex Workligth T/L;2026-06-01;99;0.0;5.0;956.0;00 0000111262;2026-06
1360524;Conjunto Primera Capa Negro Unisex Worklight T/XL;2026-06-01;99;0.0;10.0;285.0;00 0000111218;2026-06
1360524;Conjunto Primera Capa Negro Unisex Worklight T/XL;2026-06-01;99;0.0;3.0;282.0;00 0000111262;2026-06
1360525;Conjunto Primera Capa Negro Unisex Worklight T/XXL;2026-06-01;99;0.0;8.0;179.0;00 0000111218;2026-06
1360526;Conjunto Primera Capa Negro Unisex Worklight T/XXXL;2026-06-01;99;0.0;1.0;13.0;00 0000111262;2026-06
1380520;Primera Capa Negro T/XS;2026-06-01;99;0.0;2.0;38.0;00 0000000110;2026-06
1380523;Primera Capa Negro T/L;2026-06-01;99;0.0;2.0;65.0;00 0000002940;2026-06
1390422;Pantalon Oxford Termico T/M;2026-06-01;99;0.0;1.0;385.0;00 0000111258;2026-06
1390423;Pantalon Oxford Termico T/L;2026-06-01;99;0.0;1.0;395.0;00 0000111258;2026-06
1390423;Pantalon Oxford Termico T/L;2026-06-01;99;0.0;1.0;394.0;00 0000111260;2026-06
1390424;Pantalon Oxford Termico T/XL;2026-06-01;11;0.0;17.0;134.0;00 0000010762;2026-06
1400421;Cargo C/Forro Polar Marino T/S;2026-06-01;99;0.0;1.0;17.0;00 0000111225;2026-06
1400422;Cargo C/Forro Polar Marino T/M;2026-06-01;11;0.0;5.0;104.0;00 0000005182;2026-06
1400424;Cargo C/Forro Polar Marino T/XL;2026-06-01;99;0.0;15.0;650.0;00 0000111201;2026-06
1421024;Chaleco Reflectante Básico Naranjo T/XL;2026-06-01;99;0.0;5.0;245.0;00 0000111199;2026-06
1480252;Pantalón Hombre Outdoor Spandex Ripstop Grey T/M;2026-06-01;21;120.0;0.0;149.0;00 0000011540;2026-06
1480252;Pantalón Hombre Outdoor Spandex Ripstop Grey T/M;2026-06-01;99;2.0;0.0;151.0;00 006666;2026-06
1480252;Pantalón Hombre Outdoor Spandex Ripstop Grey T/M;2026-06-01;99;0.0;26.0;125.0;00 0000000546;2026-06
1480253;Pantalón Hombre Outdoor Spandex Ripstop Grey T/L;2026-06-01;99;0.0;26.0;9.0;00 0000000546;2026-06
1480254;Pantalón Hombre Outdoor Spandex Ripstop Grey T/XL;2026-06-01;99;0.0;31.0;12.0;00 0000000546;2026-06
1480255;Pantalón Hombre Outdoor Spandex Ripstop Grey T/XXL;2026-06-01;99;0.0;12.0;85.0;00 0000000546;2026-06
1480255;Pantalón Hombre Outdoor Spandex Ripstop Grey T/XXL;2026-06-01;99;0.0;2.0;83.0;00 0000000555;2026-06
1480451;Pantalón Hombre Outdoor Ripstop Spandex Azul Marino T/S;2026-06-01;99;0.0;30.0;98.0;00 0000000566;2026-06
1480452;Pantalón Hombre Outdoor Ripstop Spandex Azul Marino T/M;2026-06-01;99;0.0;60.0;38.0;00 0000000566;2026-06
1480453;Pantalón Hombre Outdoor Ripstop Spandex Azul Marino T/L;2026-06-01;99;0.0;67.0;0.0;00 0000000566;2026-06
1480454;Pantalón Hombre Outdoor Ripstop Spandex Azul Marino T/XL;2026-06-01;99;0.0;60.0;117.0;00 0000000566;2026-06
1480455;Pantalón Hombre Outdoor Ripstop Spandex Azul Marino T/XXL;2026-06-01;99;0.0;60.0;79.0;00 0000000566;2026-06
1490954;Pantalón Mujer Outdoor Spandex Ripstop Beige T/XL;2026-06-01;99;0.0;10.0;82.0;00 0000000541;2026-06
1500440;Jeans Hombre Marino T/40;2026-06-01;99;0.0;2.0;125.0;00 0000111180;2026-06
1500442;Jeans Hombre Marino T/42;2026-06-01;99;0.0;3.0;642.0;00 0000000547;2026-06
1500444;Jeans Hombre Marino T/44;2026-06-01;99;0.0;18.0;1215.0;00 0000000547;2026-06
1500444;Jeans Hombre Marino T/44;2026-06-01;99;0.0;1.0;1214.0;00 0000508676;2026-06
1500446;Jeans Hombre Marino T/46;2026-06-01;99;0.0;33.0;1535.0;00 0000000547;2026-06
1500446;Jeans Hombre Marino T/46;2026-06-01;99;0.0;6.0;1529.0;00 0000111242;2026-06
1500446;Jeans Hombre Marino T/46;2026-06-01;99;0.0;2.0;1527.0;00 0000508676;2026-06
1500446;Jeans Hombre Marino T/46;2026-06-01;99;0.0;14.0;1513.0;00 0000000580;2026-06
1500448;Jeans Hombre Marino T/48;2026-06-01;99;0.0;21.0;1154.0;00 0000000547;2026-06
1500448;Jeans Hombre Marino T/48;2026-06-01;99;0.0;2.0;1152.0;00 0000111180;2026-06
1500448;Jeans Hombre Marino T/48;2026-06-01;99;0.0;6.0;1146.0;00 0000000580;2026-06
1500448;Jeans Hombre Marino T/48;2026-06-01;11;0.0;20.0;1126.0;00 0000005182;2026-06
1500450;Jeans Hombre Marino T/50;2026-06-01;99;0.0;10.0;1021.0;00 0000000547;2026-06
1500450;Jeans Hombre Marino T/50;2026-06-01;99;0.0;2.0;1019.0;00 0000111180;2026-06
1500450;Jeans Hombre Marino T/50;2026-06-01;99;0.0;1.0;1018.0;00 0000508676;2026-06
1500450;Jeans Hombre Marino T/50;2026-06-01;99;0.0;12.0;1006.0;00 0000000580;2026-06
1500452;Jeans Hombre Marino T/52;2026-06-01;99;0.0;8.0;510.0;00 0000000547;2026-06
1500452;Jeans Hombre Marino T/52;2026-06-01;99;0.0;6.0;504.0;00 0000000580;2026-06
1500454;Jeans Hombre Marino T/54;2026-06-01;99;0.0;3.0;336.0;00 0000000547;2026-06
15014001;POLERA KATLA POLO 360° ALTA VISIBILIDAD UNISEX BICOLOR;2026-06-01;99;0.0;15.0;143.0;00 0000000592;2026-06
15014002;POLERA KATLA POLO 360° ALTA VISIBILIDAD UNISEX BICOLOR;2026-06-01;99;0.0;30.0;97.0;00 0000000592;2026-06
15014003;POLERA KATLA POLO 360° ALTA VISIBILIDAD UNISEX BICOLOR;2026-06-01;99;0.0;1.0;124.0;00 0000111195;2026-06
15014003;POLERA KATLA POLO 360° ALTA VISIBILIDAD UNISEX BICOLOR;2026-06-01;99;0.0;33.0;91.0;00 0000000592;2026-06
15014004;POLERA KATLA POLO 360° ALTA VISIBILIDAD UNISEX BICOLOR;2026-06-01;99;0.0;35.0;74.0;00 0000000592;2026-06
15014004;POLERA KATLA POLO 360° ALTA VISIBILIDAD UNISEX BICOLOR;2026-06-01;99;0.0;2.0;72.0;00 0003501937;2026-06
15014005;POLERA KATLA POLO 360° ALTA VISIBILIDAD UNISEX BICOLOR;2026-06-01;99;0.0;15.0;0.0;00 0000000592;2026-06
1510438;Jeans Mujer Marino T/38;2026-06-01;99;0.0;5.0;101.0;00 0000000559;2026-06
1510440;Jeans Mujer Marino T/40;2026-06-01;99;0.0;6.0;120.0;00 0000000559;2026-06
1510442;Jeans Mujer Marino T/42;2026-06-01;99;0.0;2.0;146.0;00 0000000547;2026-06
1510452;Jeans Mujer Marino T/52;2026-06-01;11;0.0;27.0;34.0;00 0000010762;2026-06
1520444;Jeans Cardones Hombre Azul Indigo T/44;2026-06-01;99;0.0;1.0;91.0;00 0000111217;2026-06
1520446;Jeans Cardones Hombre Azul Indigo T/46;2026-06-01;99;0.0;1.0;106.0;00 0000111217;2026-06
1520448;Jeans Cardones Hombre Azul Indigo T/48;2026-06-01;99;0.0;1.0;88.0;00 0000111217;2026-06
1520452;Jeans Cardones Hombre Azul Indigo T/52;2026-06-01;99;0.0;1.0;18.0;00 0000111217;2026-06
1520456;Jeans Cardones Hombre Azul Indigo T/56;2026-06-01;99;0.0;1.0;28.0;00 0000111217;2026-06
1600122;Cotona Blanco T/M;2026-06-01;11;0.0;2.0;0.0;00 0000005182;2026-06
1600123;Cotona Blanco T/L;2026-06-01;99;0.0;10.0;6.0;00 0000000575;2026-06
1600123;Cotona Blanco T/L;2026-06-01;11;0.0;6.0;0.0;00 0000005182;2026-06
1600425;Cotona Marino T/XXL;2026-06-01;99;0.0;1.0;68.0;00 0000000589;2026-06
16010502;PRIMERA CAPA AROLLA COMPRESION ANTIBACTERIAL HOMBRE;2026-06-01;99;0.0;1.0;74.0;00 0000111193;2026-06
17010203;CAMISA CRETA STRETCH ANTIBACTERIAL TEFLON HOMBRE GRIS;2026-06-01;99;0.0;1.0;110.0;00 0000002941;2026-06
17013502;CAMISA CRETA STRETCH ANTIBACTERIAL TEFLON HOMBRE VERDE;2026-06-01;99;0.0;1.0;78.0;00 0000002941;2026-06
17030701;CAMISA SANTORINI STRETCH ANTIBACTERIAL HOMBRE AZUL REY T/S;2026-06-01;99;4.0;0.0;26.0;00 006669;2026-06
17030702;CAMISA SANTORINI STRETCH ANTIBACTERIAL HOMBRE AZUL REY T/M;2026-06-01;99;0.0;1.0;55.0;00 0000111208;2026-06
17030702;CAMISA SANTORINI STRETCH ANTIBACTERIAL HOMBRE AZUL REY T/M;2026-06-01;99;0.0;2.0;53.0;00 0000111306;2026-06
17030704;CAMISA SANTORINI STRETCH ANTIBACTERIAL HOMBRE AZUL REY T/XL;2026-06-01;99;0.0;4.0;79.0;00 0000000550;2026-06
17030906;CAMISA SANTORINI STRETCH ANTIBACTERIAL HOMBRE BEIGE T/XXXL;2026-06-01;99;0.0;1.0;26.0;00 0000000551;2026-06
1780254;Pantalón Cargo Flex - Teflon Hombre Gris T/54;2026-06-01;99;0.0;1.0;58.0;00 0000111185;2026-06
1780548;Pantalón Cargo Flex - Teflon Hombre Negro T/48;2026-06-01;99;0.0;2.0;69.0;00 0000111269;2026-06
1780552;Pantalón Cargo Flex - Teflon Hombre Negro T/52;2026-06-01;99;0.0;3.0;85.0;00 0000111269;2026-06
1790544;Pantalón Cargo Flex - Teflon Mujer Negro T/44;2026-06-01;99;0.0;3.0;18.0;00 0000111321;2026-06
1790546;Pantalón Cargo Flex - Teflon Mujer Negro T/46;2026-06-01;99;0.0;3.0;36.0;00 0000111321;2026-06
1790942;Pantalón Cargo Flex - Teflon Mujer Beige T/42;2026-06-01;99;0.0;1.0;0.0;00 0000111241;2026-06
18000501;PANTALON VOLGA ANTIACIDO MUJER NEGRO T/S;2026-06-01;99;0.0;8.0;49.0;00 0000000591;2026-06
18000502;PANTALON VOLGA ANTIACIDO MUJER NEGRO T/M;2026-06-01;99;0.0;44.0;38.0;00 0000000591;2026-06
18000503;PANTALON VOLGA ANTIACIDO MUJER NEGRO T/L;2026-06-01;99;0.0;44.0;46.0;00 0000000591;2026-06
18000504;PANTALON VOLGA ANTIACIDO MUJER NEGRO T/XL;2026-06-01;99;0.0;30.0;2.0;00 0000000591;2026-06
1800446;Docker Vestir Hombre Marino T/46;2026-06-01;99;0.0;10.0;41.0;00 0000000575;2026-06
1800556;Docker Vestir Hombre Negro T/56;2026-06-01;11;0.0;26.0;34.0;00 0000010762;2026-06
18010501;PANTALON VOLGA ANTIACIDO HOMBRE NEGRO T/S;2026-06-01;99;0.0;40.0;17.0;00 0000000591;2026-06
18010505;PANTALON VOLGA ANTIACIDO HOMBRE NEGRO T/XXL;2026-06-01;99;0.0;30.0;2.0;00 0000000591;2026-06
18010506;PANTALON VOLGA ANTIACIDO HOMBRE NEGRO T/XXXL;2026-06-01;99;0.0;8.0;53.0;00 0000000591;2026-06
18014302;PANTALON VOLGA ANTIACIDO HOMBRE AZUL PETROLEO T/M;2026-06-01;99;0.0;50.0;98.0;00 0000111271;2026-06
18014304;PANTALON VOLGA ANTIACIDO HOMBRE AZUL PETROLEO T/XL;2026-06-01;99;0.0;3.0;95.0;00 0000111250;2026-06
18020402;PANTALON DANUBIO TERMICO MUJER AZUL MARINO T/M;2026-06-01;99;0.0;4.0;36.0;00 0000111202;2026-06
18020403;PANTALON DANUBIO TERMICO MUJER AZUL MARINO T/L;2026-06-01;99;0.0;6.0;56.0;00 0000111202;2026-06
18020404;PANTALON DANUBIO TERMICO MUJER AZUL MARINO T/XL;2026-06-01;99;0.0;6.0;63.0;00 0000111202;2026-06
18021401;PANTALON DANUBIO TERMICO MUJER GRIS ACERO T/S;2026-06-01;99;0.0;1.0;117.0;00 0000111205;2026-06
18021402;PANTALON DANUBIO TERMICO MUJER GRIS ACERO T/M;2026-06-01;99;0.0;1.0;87.0;00 0000111205;2026-06
18021402;PANTALON DANUBIO TERMICO MUJER GRIS ACERO T/M;2026-06-01;99;0.0;1.0;86.0;00 0000000572;2026-06
18030401;PANTALON DANUBIO TERMICO HOMBRE AZUL MARINO T/S;2026-06-01;99;0.0;2.0;18.0;00 0000111202;2026-06
18030402;PANTALON DANUBIO TERMICO HOMBRE AZUL MARINO T/M;2026-06-01;99;0.0;14.0;37.0;00 0000111202;2026-06
18030403;PANTALON DANUBIO TERMICO HOMBRE AZUL MARINO T/L;2026-06-01;99;0.0;18.0;30.0;00 0000111202;2026-06
18030404;PANTALON DANUBIO TERMICO HOMBRE AZUL MARINO T/XL;2026-06-01;99;0.0;4.0;30.0;00 0000111202;2026-06
18030404;PANTALON DANUBIO TERMICO HOMBRE AZUL MARINO T/XL;2026-06-01;99;0.0;1.0;29.0;00 0000000592;2026-06
18031401;PANTALON DANUBIO TERMICO HOMBRE GRIS ACERO T/S;2026-06-01;99;0.0;1.0;52.0;00 0000111205;2026-06
18031401;PANTALON DANUBIO TERMICO HOMBRE GRIS ACERO T/S;2026-06-01;99;0.0;50.0;2.0;00 0000111271;2026-06
18031406;PANTALON DANUBIO TERMICO HOMBRE GRIS ACERO T/XXXL;2026-06-01;99;0.0;2.0;37.0;00 0000111203;2026-06
18065004;PANTALON VESUBIO STRETCH ALTA VISIBILIDAD UNISEX GRIS/NAR;2026-06-01;99;0.0;1.0;63.0;00 0003501937;2026-06
18065005;PANTALON VESUBIO STRETCH ALTA VISIBILIDAD UNISEX GRIS/NAR;2026-06-01;99;0.0;1.0;46.0;00 0003501937;2026-06
18113501;PANTALON DON RIPSTOP DESMONTABLE MUJER VERDE OLIVA T/S;2026-06-01;21;20.0;0.0;30.0;00 0000011530;2026-06
18121504;PANTALON DON RIPSTOP DESMONTABLE HOMBRE KHAKI T/XL;2026-06-01;99;0.0;1.0;37.0;00 0000111229;2026-06
1820826;Pantalón Outdoor Hombre Verde T/XXXL;2026-06-01;99;0.0;1.0;30.0;00 0000111198;2026-06
1840462;Pantalon Alta Resistencia Premium Azul Marino T/M;2026-06-01;99;0.0;2.0;36.0;00 0000111256;2026-06
1841462;Pantalon Alta Resistencia Premium Gris Acero T/M;2026-06-01;99;0.0;2.0;139.0;00 0000000580;2026-06
1850456;Docker Cargo Hombre Marino T/56;2026-06-01;99;0.0;1.0;105.0;00 0000000589;2026-06
1850540;Docker Cargo Hombre Negro T/40;2026-06-01;99;0.0;1.0;61.0;00 0000111236;2026-06
1850540;Docker Cargo Hombre Negro T/40;2026-06-01;99;0.0;36.0;25.0;00 0000111246;2026-06
1850542;Docker Cargo Hombre Negro T/42;2026-06-01;99;0.0;100.0;90.0;00 0000111246;2026-06
1850546;Docker Cargo Hombre Negro T/46;2026-06-01;99;0.0;46.0;3.0;00 0000111246;2026-06
1850548;Docker Cargo Hombre Negro T/48;2026-06-01;99;0.0;5.0;46.0;00 0000111236;2026-06
1850548;Docker Cargo Hombre Negro T/48;2026-06-01;99;0.0;15.0;31.0;00 0000111310;2026-06
1850550;Docker Cargo Hombre Negro T/50;2026-06-01;99;0.0;4.0;149.0;00 0000111236;2026-06
1850550;Docker Cargo Hombre Negro T/50;2026-06-01;99;0.0;35.0;114.0;00 0000111310;2026-06
1850550;Docker Cargo Hombre Negro T/50;2026-06-01;99;0.0;100.0;14.0;00 0000111246;2026-06
1850552;Docker Cargo Hombre Negro T/52;2026-06-01;99;0.0;1.0;67.0;00 0000111236;2026-06
1850552;Docker Cargo Hombre Negro T/52;2026-06-01;99;0.0;67.0;0.0;00 0000111246;2026-06
1850554;Docker Cargo Hombre Negro T/54;2026-06-01;99;0.0;64.0;3.0;00 0000111310;2026-06
1850556;Docker Cargo Hombre Negro T/56;2026-06-01;99;0.0;1.0;59.0;00 0000111236;2026-06
1850556;Docker Cargo Hombre Negro T/56;2026-06-01;99;0.0;55.0;4.0;00 0000111310;2026-06
1850558;Docker Cargo Hombre Negro T/58;2026-06-01;99;0.0;2.0;46.0;00 0000111236;2026-06
1850558;Docker Cargo Hombre Negro T/58;2026-06-01;99;0.0;36.0;10.0;00 0000111310;2026-06
1850940;Docker Cargo Hombre Beige T/40;2026-06-01;99;0.0;4.0;7.0;00 0000111184;2026-06
1850942;Docker Cargo Hombre Beige T/42;2026-06-01;99;0.0;6.0;3.0;00 0000111184;2026-06
1850944;Docker Cargo Hombre Beige T/44;2026-06-01;99;0.0;2.0;58.0;00 0000111184;2026-06
1850946;Docker Cargo Hombre Beige T/46;2026-06-01;99;0.0;2.0;73.0;00 0000111241;2026-06
1850946;Docker Cargo Hombre Beige T/46;2026-06-01;99;0.0;6.0;67.0;00 0000111184;2026-06
1850948;Docker Cargo Hombre Beige T/48;2026-06-01;99;0.0;6.0;130.0;00 0000000564;2026-06
1850948;Docker Cargo Hombre Beige T/48;2026-06-01;99;0.0;4.0;126.0;00 0000111184;2026-06
1850950;Docker Cargo Hombre Beige T/50;2026-06-01;99;0.0;4.0;38.0;00 0000111184;2026-06
1850952;Docker Cargo Hombre Beige T/52;2026-06-01;99;0.0;4.0;95.0;00 0000111184;2026-06
19003402;SOFTSHELL ETNA 360° BICOLOR ALTA VISIBILIDAD UNISEX AZ/AMA T/M;2026-06-01;99;0.0;1.0;127.0;00 0000000111;2026-06
19003403;SOFTSHELL ETNA 360° BICOLOR ALTA VISIBILIDAD UNISEX AZ/AMA T/L;2026-06-01;99;0.0;1.0;213.0;00 0000000109;2026-06
19004002;SOFTSHELL ETNA 360° BICOLOR ALTA VISIBILIDAD UNISEX AZ/NAR T/M;2026-06-01;99;0.0;3.0;114.0;00 0003501939;2026-06
19004005;SOFTSHELL ETNA 360° BICOLOR ALTA VISIBILIDAD UNISEX AZ/NAR;2026-06-01;99;0.0;1.0;71.0;00 0003501939;2026-06
1901454;Pantalon Mujer Outdoor Spandex Gris Acero T/XL;2026-06-01;99;0.0;10.0;27.0;00 0000000577;2026-06
1960521;PANTALON ALTA REST. H NEGRO T/S;2026-06-01;99;0.0;1.0;55.0;00 0000508674;2026-06
1960521;PANTALON ALTA REST. H NEGRO T/S;2026-06-01;99;0.0;5.0;50.0;00 0000508658;2026-06
1960522;PANTALON ALTA REST. H NEGRO T/M;2026-06-01;99;0.0;3.0;411.0;00 0000000565;2026-06
1960522;PANTALON ALTA REST. H NEGRO T/M;2026-06-01;99;0.0;2.0;409.0;00 0000508674;2026-06
1960522;PANTALON ALTA REST. H NEGRO T/M;2026-06-01;99;0.0;1.0;408.0;00 0000508684;2026-06
1960522;PANTALON ALTA REST. H NEGRO T/M;2026-06-01;99;0.0;2.0;406.0;00 0000508716;2026-06
1960522;PANTALON ALTA REST. H NEGRO T/M;2026-06-01;99;0.0;7.0;399.0;00 0000508658;2026-06
1960522;PANTALON ALTA REST. H NEGRO T/M;2026-06-01;99;0.0;3.0;396.0;00 0000000563;2026-06
1960523;PANTALON ALTA REST. H NEGRO T/L;2026-06-01;99;0.0;2.0;805.0;00 0000508674;2026-06
1960523;PANTALON ALTA REST. H NEGRO T/L;2026-06-01;99;0.0;8.0;797.0;00 0000508658;2026-06
1960523;PANTALON ALTA REST. H NEGRO T/L;2026-06-01;99;0.0;8.0;789.0;00 0000508688;2026-06
1960524;PANTALON ALTA REST. H NEGRO T/XL;2026-06-01;99;0.0;1.0;53.0;00 0000111221;2026-06
1960524;PANTALON ALTA REST. H NEGRO T/XL;2026-06-01;99;0.0;4.0;49.0;00 0000000565;2026-06
1960524;PANTALON ALTA REST. H NEGRO T/XL;2026-06-01;99;0.0;2.0;47.0;00 0000508674;2026-06
1960524;PANTALON ALTA REST. H NEGRO T/XL;2026-06-01;99;0.0;5.0;42.0;00 0000508658;2026-06
1960524;PANTALON ALTA REST. H NEGRO T/XL;2026-06-01;99;0.0;7.0;35.0;00 0000508688;2026-06
1960524;PANTALON ALTA REST. H NEGRO T/XL;2026-06-01;99;0.0;3.0;32.0;00 0000000563;2026-06
1960525;PANTALON ALTA REST. H NEGRO T/XXL;2026-06-01;99;0.0;3.0;61.0;00 0000000565;2026-06
1960525;PANTALON ALTA REST. H NEGRO T/XXL;2026-06-01;99;0.0;1.0;60.0;00 0000508674;2026-06
1960526;PANTALON ALTA REST. H NEGRO T/XXXL;2026-06-01;99;0.0;1.0;11.0;00 0000000563;2026-06
1961421;Pantalón Cargo Alta Resistencia Hombre Gris Acero T/S;2026-06-01;99;0.0;1.0;699.0;00 0000508674;2026-06
1961423;Pantalón Cargo Alta Resistencia Hombre Gris Acero T/L;2026-06-01;11;0.0;8.0;6.0;00 0000005175;2026-06
1961424;Pantalón Cargo Alta Resistencia Hombre Gris Acero T/XL;2026-06-01;11;0.0;2.0;0.0;00 0000005182;2026-06
1961425;Pantalón Cargo Alta Resistencia Hombre Gris Acero T/XXL;2026-06-01;99;0.0;1.0;251.0;00 0000508674;2026-06
1980462;Pantalón Cargo Alta Resistencia Ripstop Spandex Azul Marino T/M;2026-06-01;99;0.0;4.0;59.0;00 0000000588;2026-06
1980462;Pantalón Cargo Alta Resistencia Ripstop Spandex Azul Marino T/M;2026-06-01;99;0.0;13.0;46.0;00 0000111218;2026-06
1980463;Pantalón Cargo Alta Resistencia Ripstop Spandex Azul Marino T/L;2026-06-01;99;0.0;10.0;39.0;00 0000111218;2026-06
1980464;Pantalón Cargo Alta Resistencia Ripstop Spandex Azul Marino T/XL;2026-06-01;99;0.0;6.0;75.0;00 0000111218;2026-06
1984762;Pantalón Cargo Alta Resistencia Ripstop Spandex Gris Oscuro T/M;2026-06-01;99;0.0;2.0;54.0;00 0000111268;2026-06
1991422;Pantalón Cargo Alta Resistencia Gabardina Spandex Gris Acero T/M;2026-06-01;99;0.0;5.0;42.0;00 0000000580;2026-06
1991423;Pantalón Cargo Alta Resistencia Gabardina Spandex Gris Acero T/L;2026-06-01;99;0.0;5.0;69.0;00 0000000580;2026-06
2000421;Parka Termica Marino T/S;2026-06-01;99;0.0;2.0;141.0;00 0000111320;2026-06
2000421;Parka Termica Marino T/S;2026-06-01;99;0.0;2.0;139.0;00 0000508714;2026-06
2000421;Parka Termica Marino T/S;2026-06-01;99;0.0;1.0;138.0;00 0000508676;2026-06
2000422;Parka Termica Marino T/M;2026-06-01;99;0.0;21.0;22.0;00 0000111320;2026-06
2000422;Parka Termica Marino T/M;2026-06-01;99;0.0;1.0;21.0;00 0000508714;2026-06
2000422;Parka Termica Marino T/M;2026-06-01;99;0.0;3.0;18.0;00 0000111282;2026-06
2000423;Parka Termica Marino T/L;2026-06-01;21;40.0;0.0;46.0;00 0000011540;2026-06
2000423;Parka Termica Marino T/L;2026-06-01;99;0.0;15.0;31.0;00 0000111320;2026-06
2000423;Parka Termica Marino T/L;2026-06-01;99;0.0;3.0;28.0;00 0000508714;2026-06
2000424;Parka Termica Marino T/XL;2026-06-01;99;0.0;1.0;165.0;00 0000000579;2026-06
2000424;Parka Termica Marino T/XL;2026-06-01;99;0.0;13.0;152.0;00 0000111320;2026-06
2000424;Parka Termica Marino T/XL;2026-06-01;99;0.0;1.0;151.0;00 0000111282;2026-06
2000425;Parka Termica Marino T/XXL;2026-06-01;99;0.0;5.0;174.0;00 0000111320;2026-06
2000425;Parka Termica Marino T/XXL;2026-06-01;99;0.0;1.0;173.0;00 0000111282;2026-06
200112;Pique Hombre M/C Blanco 60/40 T/M;2026-06-01;99;0.0;40.0;589.0;00 0000000577;2026-06
200113;Pique Hombre M/C Blanco 60/40 T/L;2026-06-01;99;0.0;20.0;323.0;00 0000000577;2026-06
200114;Pique Hombre M/C Blanco 60/40 T/XL;2026-06-01;99;0.0;40.0;105.0;00 0000000577;2026-06
200122;Pique Hombre M/C Blanco 230 T/M;2026-06-01;99;0.0;5.0;180.0;00 0000111301;2026-06
200123;Pique Hombre M/C Blanco 230 T/L;2026-06-01;99;0.0;2.0;127.0;00 0000111301;2026-06
200212;Pique Hombre M/C Gris 60/40 T/M;2026-06-01;99;0.0;6.0;50.0;00 0000000577;2026-06
200213;Pique Hombre M/C Gris 60/40 T/L;2026-06-01;99;0.0;30.0;269.0;00 0000000575;2026-06
200213;Pique Hombre M/C Gris 60/40 T/L;2026-06-01;11;0.0;5.0;264.0;00 0000005182;2026-06
200214;Pique Hombre M/C Gris 60/40 T/XL;2026-06-01;99;0.0;60.0;327.0;00 0000000577;2026-06
200214;Pique Hombre M/C Gris 60/40 T/XL;2026-06-01;11;0.0;5.0;322.0;00 0000005182;2026-06
200215;Pique Hombre M/C Gris 60/40 T/XXL;2026-06-01;99;0.0;20.0;85.0;00 0000000582;2026-06
200222;Pique Hombre M/C Gris 230 T/M;2026-06-01;99;0.0;10.0;353.0;00 0000111238;2026-06
